CID,GENDER,AGE,SPEND
22967,FEMALE,22,191.60825037730825
22968,MALE,21,160.0
22969,MALE,26,174.31046018060445
22970,MALE,20,160.0
22971,FEMALE,24,209.8995484971785
22972,FEMALE,25,224.81781495809943
22973,MALE,27,285.4580404985707
22974,FEMALE,26,207.24900350343228
22975,MALE,22,160.0
22976,FEMALE,29,231.99605995631748
22977,FEMALE,24,157.09641711140517
22978,MALE,29,356.5005644684928
22979,MALE,24,293.4582085624679
22980,FEMALE,22,193.95720455234013
22981,MALE,28,160.0
22982,FEMALE,25,222.65340069359138
22983,MALE,21,160.0
22984,MALE,21,160.0
22985,MALE,22,160.0
22986,FEMALE,25,210.35535306772158
22987,MALE,26,333.5974473961745
22988,FEMALE,23,213.9981217036771
22989,MALE,26,230.7355940648605
22990,MALE,20,160.0
22991,FEMALE,28,227.78838436937718
22992,FEMALE,29,297.9551668462684
22993,FEMALE,26,225.37662977903412
22994,MALE,27,160.0
22995,FEMALE,24,189.89930352302437
22996,MALE,24,189.55719172096562
22997,FEMALE,20,212.79111404492195
22998,MALE,29,198.25604637416853
22999,FEMALE,22,219.07217398372546
23000,MALE,20,160.0
23001,,20,193.06336884153444
23002,FEMALE,25,228.37989991596447
23003,MALE,27,278.45537532547894
23004,MALE,24,284.49242463464293
23005,FEMALE,22,164.72641737230248
23006,FEMALE,24,255.68038938337386
23007,MALE,21,201.27565235125667
23008,FEMALE,28,235.22461272452375
23009,FEMALE,21,242.3178048106999
23010,MALE,26,178.50023588055163
23011,FEMALE,29,238.45458891397908
23012,MALE,25,160.0
23013,FEMALE,25,198.9176324238819
23014,MALE,26,308.1889982215869
23015,FEMALE,21,203.03044614768518
23016,FEMALE,26,239.8230652343947
23017,FEMALE,29,246.14989455848806
23018,FEMALE,28,231.39986780228685
23019,MALE,24,160.0
23020,MALE,24,160.0
23021,FEMALE,28,199.41846025865632
23022,FEMALE,28,247.56894650712417
23023,FEMALE,25,233.59868796583606
23024,MALE,28,275.39175982661766
23025,FEMALE,25,157.76808444436824
23026,MALE,27,160.0
23027,MALE,25,160.0
23028,FEMALE,24,271.6335514394582
23029,MALE,29,160.0
23030,FEMALE,27,190.64161729235207
23031,FEMALE,23,193.7565370237773
23032,FEMALE,23,164.8411542269032
23033,FEMALE,26,183.63060985431258
23034,FEMALE,28,210.09489033144604
23035,MALE,24,160.0
23036,MALE,26,160.0
23037,FEMALE,27,216.50551491230402
23038,MALE,26,187.05873380995013
23039,MALE,22,241.69549853096834
23040,FEMALE,22,136.82162544237917
23041,FEMALE,25,208.15848391436282
23042,FEMALE,23,153.48734658016025
23043,MALE,29,199.0698134350716
23044,FEMALE,24,222.86114621287055
23045,MALE,26,160.0
23046,FEMALE,28,245.8804410698127
23047,MALE,29,167.41928709808144
23048,MALE,29,160.0
23049,MALE,29,246.6836390173782
23050,FEMALE,29,231.99814300659875
23051,FEMALE,26,232.10765632066455
23052,FEMALE,24,214.7894964236013
23053,FEMALE,22,182.84876520270495
23054,MALE,29,218.36811885120284
23055,MALE,24,160.0
23056,MALE,26,255.25016786929893
23057,FEMALE,22,233.31223242668636
23058,FEMALE,27,165.1856353666721
23059,MALE,24,160.0
23060,MALE,24,178.10799245244561
23061,MALE,29,373.93627804778447
23062,FEMALE,22,209.61287390775112
23063,FEMALE,28,213.36234576736703
23064,FEMALE,24,232.1491484699423
23065,FEMALE,24,233.4929561419815
23066,MALE,24,226.47188006824996
23067,FEMALE,28,202.75206049932686
23068,FEMALE,23,223.55351917418787
23069,MALE,28,160.0
23070,FEMALE,29,220.28430552861738
23071,MALE,24,184.70602482449766
23072,FEMALE,28,186.49481686521307
23073,FEMALE,28,208.84023586568665
23074,MALE,26,214.12642432320007
23075,MALE,27,160.0
23076,MALE,28,179.46908578878603
23077,MALE,26,160.0
23078,FEMALE,23,243.04228242209183
23079,FEMALE,21,140.06725916898156
23080,MALE,22,204.29500109628458
23081,FEMALE,27,189.21935398498346
23082,FEMALE,20,230.02043013648276
23083,FEMALE,20,209.22628397698728
23084,FEMALE,28,229.50054888973756
23085,FEMALE,29,250.89208150277491
23086,FEMALE,22,180.47720045421542
23087,FEMALE,28,235.4927780824052
23088,MALE,27,160.0
23089,FEMALE,20,179.58984464319678
23090,FEMALE,23,169.51759180264733
23091,FEMALE,25,159.58158815670765
23092,MALE,23,160.0
23093,MALE,22,309.2852065929484
23094,MALE,26,256.9443568080769
23095,FEMALE,23,218.70398867906016
23096,FEMALE,28,270.5004521766915
23097,MALE,28,160.0
23098,MALE,25,160.0
23099,MALE,26,358.9887481988902
23100,MALE,22,161.40045056637155
23101,FEMALE,26,257.1714695105362
23102,FEMALE,29,281.43622840760725
23103,FEMALE,27,263.49275429710536
23104,FEMALE,29,238.54399596505607
23105,MALE,22,181.6237354870378
23106,FEMALE,20,177.29315542195437
23107,FEMALE,27,281.4518086485212
23108,MALE,27,243.13677022594757
23109,FEMALE,25,152.33104249535822
23110,,23,200.79186928888396
23111,MALE,24,160.0
23112,MALE,24,160.0
23113,FEMALE,26,258.91101212261015
23114,FEMALE,27,222.17863491694993
23115,FEMALE,27,242.47033696863852
23116,MALE,29,160.0
23117,MALE,28,160.0
23118,FEMALE,29,188.05818532384768
23119,FEMALE,27,141.44260890934567
23120,MALE,24,189.93888083264082
23121,MALE,29,274.7691210028678
23122,FEMALE,24,190.5908040797954
23123,MALE,27,220.76383508157642
23124,FEMALE,25,224.91477321685602
23125,FEMALE,23,246.255806129932
23126,FEMALE,20,234.0245686191325
23127,MALE,24,189.5452442621509
23128,FEMALE,22,170.6717672700099
23129,FEMALE,27,198.6497731642959
23130,MALE,23,232.2629223256865
23131,FEMALE,21,210.33516062669406
23132,MALE,22,160.0
23133,FEMALE,27,278.531939699939
23134,MALE,28,285.9035434773916
23135,MALE,25,334.29784627916547
23136,MALE,20,176.0190492410568
23137,FEMALE,21,237.1152946489263
23138,FEMALE,22,216.45472382431493
23139,FEMALE,21,181.55483539711275
23140,MALE,25,302.74755634988014
23141,FEMALE,24,209.34965986303996
23142,FEMALE,25,206.27548961149006
23143,FEMALE,20,175.04273347264478
23144,FEMALE,27,206.46045018373343
23145,FEMALE,24,200.4704853609555
23146,FEMALE,23,231.7502883471302
23147,MALE,23,192.56084879313525
23148,MALE,23,160.0
23149,FEMALE,26,222.6544573465726
23150,MALE,26,277.73186342600206
23151,FEMALE,29,221.10794035439443
23152,FEMALE,25,233.95204342862456
23153,FEMALE,28,201.22352412566272
23154,MALE,27,160.0
23155,MALE,27,303.10753950400414
23156,MALE,28,187.70928589794534
23157,FEMALE,22,182.33492214226732
23158,MALE,26,160.0
23159,MALE,23,192.5954902093611
23160,FEMALE,28,159.58077365221428
23161,FEMALE,23,268.6128498341398
23162,FEMALE,23,250.48621387197008
23163,FEMALE,21,198.60594234200465
23164,MALE,25,298.81296822562
23165,FEMALE,26,227.64736544713057
23166,FEMALE,29,195.1101567315892
23167,FEMALE,22,205.20914376182603
23168,FEMALE,27,216.4940765053026
23169,FEMALE,27,209.28609102216876
23170,FEMALE,29,212.4057898820679
23171,MALE,21,160.0
23172,FEMALE,21,246.4895264596956
23173,MALE,27,257.0291517026851
23174,FEMALE,22,200.5926825530545
23175,FEMALE,24,171.12009115416134
23176,MALE,27,190.29429957747107
23177,FEMALE,21,160.53574995208535
23178,FEMALE,20,145.16200913351705
23179,FEMALE,22,210.222019387484
23180,MALE,29,214.14289916901294
23181,FEMALE,28,200.84312964776774
23182,FEMALE,27,223.39737519444915
23183,FEMALE,25,217.52497059685413
23184,FEMALE,25,204.16305662088865
23185,MALE,20,160.0
23186,MALE,26,211.99550952189986
23187,MALE,20,188.57195446385202
23188,FEMALE,23,212.8369134462388
23189,FEMALE,20,237.02005335579815
23190,MALE,25,160.0
23191,FEMALE,21,146.06378353297828
23192,MALE,22,254.82756529200057
23193,FEMALE,27,247.62620439972605
23194,FEMALE,26,233.95684789494146
23195,MALE,24,222.9589575404478
23196,FEMALE,24,257.12450327879924
23197,FEMALE,24,162.04181163930227
23198,MALE,29,197.17727338532166
23199,FEMALE,28,226.29424451327165
23200,FEMALE,22,222.95574544634064
23201,MALE,26,162.51347030835672
23202,FEMALE,25,204.0809683300378
23203,FEMALE,26,271.47593877437305
23204,FEMALE,25,211.80292808159362
23205,MALE,20,211.18961700340267
23206,FEMALE,27,266.13812578496425
23207,FEMALE,21,153.0089405879767
23208,FEMALE,28,224.216535166607
23209,,21,195.47961409487573
23210,FEMALE,29,204.06853552368722
23211,MALE,25,249.35181890383294
23212,MALE,21,228.98406256328497
23213,FEMALE,28,239.85260899572285
23214,,25,205.53623640888753
23215,FEMALE,27,
23216,FEMALE,25,241.31358440033756
23217,FEMALE,25,198.98366385591788
23218,FEMALE,23,220.9086068917487
23219,FEMALE,25,184.24021185185586
23220,FEMALE,28,243.33065975103472
23221,MALE,21,296.5067395922794
23222,FEMALE,27,194.17497692183562
23223,FEMALE,20,187.2625059834916
23224,MALE,22,160.0
23225,MALE,20,160.0
23226,FEMALE,26,214.01188677820477
23227,FEMALE,24,221.90336691832198
23228,FEMALE,25,195.30468132291588
23229,MALE,29,227.85552205091912
23230,FEMALE,28,134.5917638837603
23231,MALE,25,160.0
23232,FEMALE,24,281.39739281658285
23233,FEMALE,27,151.8601324094942
23234,FEMALE,26,191.68447259066363
23235,FEMALE,21,215.55679948850033
23236,,29,229.22035462067498
23237,FEMALE,27,185.45195831419852
23238,FEMALE,20,217.0643282710752
23239,FEMALE,25,170.7919984736447
23240,FEMALE,20,175.22309088021552
23241,FEMALE,28,228.8143923120134
23242,FEMALE,22,238.7593321877181
23243,MALE,26,250.87593127726117
23244,FEMALE,23,178.92613739234142
23245,MALE,22,223.35810355995096
23246,FEMALE,24,186.99537309909363
23247,MALE,22,207.98906474386382
23248,MALE,27,282.9995998798415
23249,MALE,22,373.24763714570963
23250,MALE,27,160.0
23251,FEMALE,26,219.53209413526577
23252,MALE,26,209.4520228282328
23253,FEMALE,24,259.24252183247035
23254,FEMALE,28,237.3940427471545
23255,MALE,23,174.30768776680236
23256,MALE,21,160.0
23257,FEMALE,23,159.4978159069772
23258,FEMALE,29,184.22959748778476
23259,FEMALE,27,202.887750212244
23260,MALE,20,160.0
23261,FEMALE,26,208.78604989624228
23262,MALE,20,196.6082046991856
23263,FEMALE,29,266.108568599362
23264,FEMALE,22,173.84075260667527
23265,MALE,20,160.0
23266,FEMALE,29,248.11744560611638
23267,MALE,24,218.29574954578385
23268,MALE,24,160.0
23269,FEMALE,26,229.97649967742956
23270,FEMALE,24,139.31895486352846
23271,MALE,29,199.93046695525499
23272,MALE,24,160.0
23273,FEMALE,22,204.20939216815646
23274,FEMALE,29,192.1502936638709
23275,FEMALE,23,209.20329509818345
23276,FEMALE,24,265.1485311766968
23277,FEMALE,25,252.40081860146665
23278,MALE,29,160.0
23279,FEMALE,29,250.4388503598958
23280,FEMALE,21,189.4969756994445
23281,FEMALE,21,256.4872340472635
23282,MALE,20,165.68248753256597
23283,FEMALE,22,195.61882004168507
23284,FEMALE,20,170.13303064992277
23285,MALE,29,197.04424485092903
23286,MALE,24,160.0
23287,FEMALE,23,170.0331357238224
23288,FEMALE,22,210.59945245197795
23289,FEMALE,25,219.60933053390013
23290,FEMALE,27,226.34182390185765
23291,FEMALE,20,204.53775842899674
23292,FEMALE,27,253.03788600482048
23293,MALE,29,418.59463880780544
23294,FEMALE,24,192.71225230740882
23295,MALE,28,210.49727173073256
23296,FEMALE,28,176.62137774846875
23297,MALE,22,224.26076397158516
23298,FEMALE,20,178.0335480404181
23299,FEMALE,22,272.2122990277915
23300,FEMALE,23,231.96363590776164
23301,MALE,22,216.53845466731622
23302,MALE,28,284.6668670422194
23303,FEMALE,25,247.7801141960845
23304,MALE,22,206.42177067466304
23305,FEMALE,22,243.39591772571617
23306,MALE,26,160.0
23307,FEMALE,27,257.3113990097863
23308,FEMALE,29,192.8125162566662
23309,MALE,22,242.80561625000658
23310,MALE,22,160.0
23311,MALE,24,164.38339288261716
23312,FEMALE,27,141.73152873978984
23313,MALE,22,366.22461242883855
23314,FEMALE,23,217.25257192168846
23315,MALE,23,187.13121635508855
23316,FEMALE,21,149.48150502770395
23317,FEMALE,22,197.34736530918718
23318,FEMALE,23,219.04970238129175
23319,MALE,29,383.0944872903757
23320,MALE,23,160.0
23321,MALE,25,160.0
23322,FEMALE,21,171.27811294970286
23323,MALE,23,267.3729996669779
23324,FEMALE,27,226.53855458039823
23325,MALE,29,315.28348698118356
23326,MALE,20,160.0
23327,FEMALE,24,221.1822564202372
23328,FEMALE,28,192.27688139193702
23329,FEMALE,28,204.53622694000452
23330,FEMALE,28,289.71848732400565
23331,FEMALE,24,198.86477214012626
23332,MALE,22,160.0
23333,FEMALE,28,198.7137865394635
23334,FEMALE,26,153.05760477589064
23335,MALE,29,202.85995484451382
23336,FEMALE,27,258.1444173700463
23337,FEMALE,20,233.40615173326586
23338,FEMALE,26,254.1604386567884
23339,MALE,26,230.93727241467298
23340,FEMALE,29,265.63010704233875
23341,FEMALE,20,195.95731076483412
23342,FEMALE,23,185.86246536403928
23343,FEMALE,20,230.60463367257563
23344,FEMALE,22,181.59863397677162
23345,MALE,29,276.5718758305668
23346,MALE,27,209.32043941644798
23347,MALE,20,160.0
23348,MALE,21,160.0
23349,FEMALE,21,237.6107814067965
23350,MALE,29,187.83150558646426
23351,FEMALE,25,280.0377773816522
23352,FEMALE,29,237.84984521890155
23353,MALE,23,160.0
23354,FEMALE,23,201.473019733557
23355,FEMALE,23,250.2885023044408
23356,FEMALE,20,154.7035152111526
23357,MALE,20,177.78573443647787
23358,FEMALE,27,258.14925151782757
23359,FEMALE,25,253.80228442616038
23360,MALE,25,160.0
23361,FEMALE,23,156.31697231305955
23362,MALE,24,392.5944890991954
23363,FEMALE,23,136.01586770181706
23364,MALE,27,160.0
23365,FEMALE,26,253.21769799996923
23366,FEMALE,20,160.04698327028456
23367,FEMALE,27,211.30648669094006
23368,MALE,29,160.0
23369,MALE,26,160.0
23370,FEMALE,27,240.48428839630847
23371,MALE,20,164.41491842376166
23372,FEMALE,26,142.5116629567701
23373,FEMALE,26,197.8326163881805
23374,MALE,23,160.0
23375,MALE,29,207.75777158514714
23376,FEMALE,27,222.57321908132388
23377,FEMALE,28,211.2534524254417
23378,MALE,22,360.31837278940026
23379,FEMALE,21,218.3123074252868
23380,FEMALE,24,199.0941989056377
23381,MALE,25,160.0
23382,,27,218.58428031290504
23383,,28,226.00533819248915
23384,MALE,25,270.3968468290278
23385,MALE,28,171.4573916348026
23386,FEMALE,25,195.37217590537017
23387,FEMALE,26,210.07004615314412
23388,MALE,24,300.91982651171486
23389,MALE,29,225.47691398954447
23390,FEMALE,29,209.6519071102053
23391,MALE,28,191.9252105600541
23392,FEMALE,29,210.32268785750563
23393,FEMALE,25,263.0056526834782
23394,FEMALE,20,229.7264719232848
23395,FEMALE,28,220.76526391147516
23396,FEMALE,23,175.87397945373903
23397,FEMALE,26,229.43588485701275
23398,MALE,20,279.7204523519434
23399,FEMALE,26,165.75113594564147
23400,FEMALE,24,211.50853498255634
23401,FEMALE,29,259.2756345714095
23402,FEMALE,29,215.99069758927413
23403,MALE,28,229.97400399596668
23404,FEMALE,20,141.66242648329091
23405,FEMALE,22,190.137849797515
23406,FEMALE,23,208.48122287151332
23407,MALE,21,160.0
23408,FEMALE,26,209.18723635519513
23409,FEMALE,23,170.10430209279255
23410,MALE,27,176.17796789773743
23411,MALE,25,307.06745875682543
23412,FEMALE,29,173.19510499232746
23413,FEMALE,21,194.70684550063373
23414,MALE,22,245.2356709600366
23415,FEMALE,21,235.33286365350853
23416,FEMALE,28,184.49193403451895
23417,MALE,20,245.59422541640524
23418,MALE,22,244.34600137019405
23419,FEMALE,23,176.13023507024232
23420,FEMALE,28,172.4403884682337
23421,MALE,20,193.27076352108043
23422,MALE,28,199.77632005883817
23423,FEMALE,24,192.85104366369012
23424,FEMALE,29,195.16930188247852
23425,FEMALE,23,188.51880702751959
23426,FEMALE,26,228.1261226129293
23427,MALE,28,
23428,FEMALE,28,178.3491824598721
23429,FEMALE,29,211.4919103328022
23430,MALE,29,286.64936099451984
23431,MALE,20,160.0
23432,FEMALE,29,282.1272277606215
23433,FEMALE,29,233.1211266772916
23434,MALE,21,213.47332305427483
23435,FEMALE,28,198.26821292611038
23436,FEMALE,27,210.83718465826658
23437,FEMALE,29,265.2953020592511
23438,FEMALE,28,208.10688411615482
23439,FEMALE,28,150.36186706836884
23440,MALE,24,166.5867244442818
23441,MALE,28,171.95177573545448
23442,FEMALE,27,195.6866479650968
23443,FEMALE,29,218.58327436792794
23444,FEMALE,26,160.61538557775714
23445,FEMALE,26,205.61830703303139
23446,FEMALE,28,278.3473336489071
23447,MALE,28,200.60547129699367
23448,FEMALE,26,289.30285633318454
23449,FEMALE,23,190.8645762973933
23450,MALE,23,337.68533627522834
23451,FEMALE,23,154.1820368142293
23452,MALE,23,245.90068926493214
23453,FEMALE,27,202.05781829240374
23454,MALE,24,360.2702159564851
23455,FEMALE,28,207.3520811528815
23456,FEMALE,24,193.53127401591308
23457,FEMALE,24,216.2457854357905
23458,MALE,29,171.38224485453298
23459,MALE,25,190.4959451441057
23460,FEMALE,29,175.84351314843101
23461,MALE,25,160.0
23462,FEMALE,26,204.80193466588523
23463,FEMALE,24,187.9427372712742
23464,FEMALE,28,243.55914130052497
23465,FEMALE,25,211.00889413613106
23466,MALE,29,229.19948939307662
23467,FEMALE,26,249.0847859601386
23468,FEMALE,25,191.7219009089923
23469,FEMALE,20,261.8786853305877
23470,FEMALE,21,212.99430717073025
23471,FEMALE,25,230.4994895300807
23472,FEMALE,20,181.37059161221998
23473,MALE,20,160.0
23474,FEMALE,25,261.104765415539
23475,FEMALE,28,212.44656346687304
23476,MALE,22,171.41633700701456
23477,FEMALE,24,236.72717967677048
23478,MALE,21,160.0
23479,FEMALE,26,193.34160496894998
23480,FEMALE,27,176.35392713609917
23481,FEMALE,20,252.80129010471697
23482,MALE,26,331.8591611897149
23483,FEMALE,23,221.0585188703406
23484,FEMALE,24,151.40975671974059
23485,MALE,20,160.0
23486,FEMALE,26,
23487,FEMALE,27,222.9813175532492
23488,FEMALE,26,227.18333055755716
23489,FEMALE,28,217.73391117360222
23490,FEMALE,23,211.63471800807343
23491,FEMALE,25,156.26909323494058
23492,MALE,23,160.0
23493,MALE,25,206.63789744629264
23494,FEMALE,28,207.12214164652136
23495,MALE,24,314.2836219972134
23496,MALE,23,240.43601197593807
23497,FEMALE,24,236.87845785964814
23498,FEMALE,21,189.84023330697374
23499,FEMALE,23,211.20880128343356
23500,MALE,28,241.1972863645205
23501,FEMALE,25,187.77627318097728
23502,FEMALE,21,250.25725181188767
23503,FEMALE,23,183.2863780286776
23504,FEMALE,25,145.19713500683994
23505,FEMALE,22,194.29696586930731
23506,FEMALE,28,266.70374295104546
23507,MALE,29,274.63664856080936
23508,FEMALE,22,185.9851869662548
23509,FEMALE,24,230.36842497268384
23510,FEMALE,23,143.90845355572858
23511,FEMALE,29,207.94033856636165
23512,MALE,25,345.2852138446874
23513,FEMALE,25,178.04760393130766
23514,FEMALE,26,217.38925352199345
23515,FEMALE,22,218.89539448721396
23516,FEMALE,28,201.67073275991203
23517,FEMALE,27,218.69169692312653
23518,FEMALE,27,222.60878645886706
23519,MALE,28,193.23870320429836
23520,MALE,25,268.8058517746328
23521,FEMALE,20,186.927836070146
23522,MALE,26,160.0
23523,FEMALE,23,212.1843051986337
23524,FEMALE,29,215.0075651779988
23525,MALE,20,170.60436538459393
23526,MALE,28,
23527,FEMALE,20,233.3263602320784
23528,FEMALE,23,247.894241432586
23529,FEMALE,28,207.87036345470597
23530,MALE,20,220.42890708500343
23531,FEMALE,20,149.13476576772717
23532,MALE,25,166.0563813123522
23533,MALE,27,222.0252623298564
23534,FEMALE,26,264.293247752089
23535,FEMALE,28,234.13110799799114
23536,FEMALE,28,247.02925130822717
23537,FEMALE,24,177.5997849687294
23538,FEMALE,26,207.17454199361413
23539,MALE,25,247.65192998042318
23540,FEMALE,25,213.0039398077526
23541,MALE,23,197.55011187733916
23542,MALE,20,218.4321813122741
23543,MALE,22,160.0
23544,MALE,27,234.5675125540837
23545,FEMALE,20,185.82780154920482
23546,MALE,24,173.83570269475
23547,FEMALE,25,183.30263104334875
23548,MALE,27,218.5081674018665
23549,MALE,21,160.0
23550,MALE,26,168.79377897562802
23551,MALE,23,189.87156596468034
23552,MALE,23,255.34023226822796
23553,FEMALE,29,245.1823047798905
23554,FEMALE,20,204.8337806932598
23555,FEMALE,29,230.08481141759012
23556,MALE,27,242.74748700878484
23557,FEMALE,27,251.27461140467963
23558,MALE,26,174.96288923054814
23559,FEMALE,21,174.6263796860858
23560,FEMALE,24,241.1612883640711
23561,FEMALE,29,245.22862104130118
23562,MALE,24,196.88077560203837
23563,FEMALE,28,236.08222433737905
23564,MALE,20,185.77086614842779
23565,FEMALE,29,242.68333171123157
23566,FEMALE,21,184.93229769847477
23567,FEMALE,26,272.7536706159726
23568,FEMALE,28,218.36249333900324
23569,FEMALE,25,201.20756543421572
23570,FEMALE,27,225.734260170247
23571,MALE,29,160.0
23572,FEMALE,29,212.82887423341788
23573,MALE,20,206.46103175260998
23574,MALE,23,160.0
23575,MALE,25,246.0283319624712
23576,FEMALE,25,176.75784686899033
23577,FEMALE,25,178.75126066046667
23578,MALE,20,245.06317663228361
23579,MALE,26,284.1108585408384
23580,MALE,22,282.29783669078927
23581,MALE,27,273.48006290071976
23582,FEMALE,28,158.6148389280699
23583,FEMALE,28,233.8627315314714
23584,FEMALE,29,207.56955313304633
23585,MALE,24,160.0
23586,FEMALE,20,179.7926506456406
23587,FEMALE,24,263.7408322785749
23588,FEMALE,25,240.24140087420312
23589,MALE,22,160.0
23590,FEMALE,22,
23591,MALE,26,160.0
23592,FEMALE,26,235.91982935146765
23593,FEMALE,27,234.65628398324662
23594,MALE,20,206.92973322953483
23595,FEMALE,20,163.67488006388322
23596,FEMALE,25,257.64838571855637
23597,FEMALE,24,237.9433418406328
23598,MALE,28,160.0
23599,FEMALE,26,238.4708943226931
23600,FEMALE,20,163.5686035081634
23601,FEMALE,26,196.99667395639113
23602,FEMALE,26,186.11333894781566
23603,FEMALE,21,226.37538698771291
23604,FEMALE,22,184.37704420472596
23605,FEMALE,29,212.56869927485474
23606,FEMALE,21,210.23834943331167
23607,FEMALE,28,248.7804232948248
23608,MALE,28,283.1934716967831
23609,FEMALE,21,218.03271196862784
23610,FEMALE,27,240.93942868261462
23611,MALE,27,308.3918395451723
23612,MALE,25,160.0
23613,FEMALE,25,243.26657499290278
23614,MALE,22,160.0
23615,FEMALE,27,210.43445756493657
23616,FEMALE,27,198.39117362825127
23617,MALE,23,223.9793047897108
23618,FEMALE,26,226.0589810091733
23619,FEMALE,21,198.6757207013958
23620,MALE,23,208.03993567724535
23621,FEMALE,23,238.9241559188067
23622,FEMALE,20,231.4057489382345
23623,FEMALE,21,257.34993899173355
23624,FEMALE,29,260.1744801704177
23625,FEMALE,25,216.52875079720218
23626,FEMALE,21,147.58393361744908
23627,FEMALE,27,274.5069896944835
23628,FEMALE,24,235.64675341912246
23629,FEMALE,20,245.05390583031988
23630,MALE,21,160.0
23631,FEMALE,29,136.44577241169156
23632,FEMALE,26,259.2030198743508
23633,FEMALE,23,243.7711955021814
23634,FEMALE,28,206.58246959929102
23635,FEMALE,26,231.12741812829466
23636,FEMALE,24,291.3483521264651
23637,FEMALE,25,176.4566793364389
23638,MALE,29,205.38550738381423
23639,MALE,27,380.781453830808
23640,FEMALE,29,252.4738445177658
23641,FEMALE,27,222.22294090957365
23642,MALE,27,260.82432122674504
23643,MALE,29,180.4673792886264
23644,MALE,20,160.0
23645,FEMALE,27,260.32842887925506
23646,FEMALE,27,244.39204905471007
23647,FEMALE,25,163.48463744163465
23648,MALE,27,186.50766816720275
23649,FEMALE,26,248.12600252293342
23650,MALE,20,261.31309029798666
23651,FEMALE,25,207.77182588576483
23652,MALE,24,205.6172048062071
23653,MALE,26,160.0
23654,,28,217.22738609570416
23655,FEMALE,20,192.40502710194266
23656,FEMALE,25,214.93300406243395
23657,MALE,22,240.54335954945748
23658,MALE,26,201.53142140045514
23659,MALE,27,236.14825259491997
23660,MALE,23,289.40735236181865
23661,FEMALE,22,227.1802960242938
23662,FEMALE,29,246.42575444420635
23663,MALE,20,160.0
23664,FEMALE,21,185.66599916428729
23665,FEMALE,21,209.257871305214
23666,FEMALE,20,121.43479144929947
23667,MALE,28,350.2824790196592
23668,FEMALE,21,247.61713128742332
23669,FEMALE,29,194.49897300888202
23670,FEMALE,29,249.2687490057491
23671,FEMALE,23,169.9895435068949
23672,FEMALE,20,184.82324127679948
23673,FEMALE,29,
23674,FEMALE,21,166.903632425708
23675,MALE,22,204.40544943815553
23676,MALE,25,238.06055734168376
23677,MALE,27,288.6347029943662
23678,FEMALE,21,208.64311110805494
23679,MALE,26,174.95490597469498
23680,FEMALE,27,209.55624047922743
23681,MALE,24,205.85669008846807
23682,FEMALE,21,218.28159971277665
23683,FEMALE,26,197.84589911225206
23684,MALE,27,160.0
23685,FEMALE,25,196.75625167183188
23686,MALE,28,238.2201371659118
23687,FEMALE,27,208.29792876561928
23688,MALE,26,232.6232189157941
23689,MALE,22,165.28765534255155
23690,FEMALE,21,249.76648636907817
23691,FEMALE,25,195.40521560984524
23692,MALE,22,239.52514646956325
23693,MALE,26,173.72290005743932
23694,FEMALE,26,176.1009625525987
23695,FEMALE,23,170.58218499137726
23696,FEMALE,24,227.4472560375516
23697,MALE,29,269.67860780347326
23698,MALE,23,387.41464988798157
23699,MALE,29,211.26933230865595
23700,MALE,26,286.46173798629616
23701,FEMALE,24,202.91574534204403
23702,MALE,20,255.66639128609515
23703,FEMALE,26,173.22097654371794
23704,FEMALE,27,172.41598410332446
23705,MALE,26,160.0
23706,FEMALE,20,166.8495132007656
23707,FEMALE,29,236.62486010434782
23708,MALE,24,160.0
23709,MALE,24,218.94026266092487
23710,MALE,22,160.0
23711,FEMALE,23,203.3457054873817
23712,MALE,22,172.37688314453382
23713,FEMALE,22,112.32166441772071
23714,MALE,26,160.0
23715,FEMALE,23,219.48968757488578
23716,FEMALE,20,209.53316912500964
23717,FEMALE,28,208.91081790815036
23718,FEMALE,25,136.81861894333588
23719,MALE,28,160.0
23720,FEMALE,24,184.09174573082504
23721,FEMALE,20,161.00649633948245
23722,FEMALE,29,210.45703990468826
23723,FEMALE,21,170.760801194104
23724,FEMALE,28,213.19730822916165
23725,FEMALE,28,188.57437791049028
23726,MALE,23,243.6144260185825
23727,MALE,23,167.1980311348177
23728,FEMALE,27,127.05184534035725
23729,MALE,22,160.0
23730,FEMALE,21,229.6540276227135
23731,FEMALE,27,229.89574531890867
23732,FEMALE,23,196.33609485484303
23733,FEMALE,27,209.71106788208098
23734,FEMALE,20,135.56065619421844
23735,MALE,28,206.85229079908066
23736,MALE,29,160.0
23737,MALE,21,160.0
23738,MALE,27,188.12091510471873
23739,FEMALE,21,219.27587164434397
23740,MALE,21,160.0
23741,FEMALE,29,241.0851824559278
23742,FEMALE,27,233.32364365833013
23743,FEMALE,24,198.01845039307568
23744,MALE,27,243.1852641242813
23745,FEMALE,27,187.50335642284432
23746,MALE,20,160.0
23747,MALE,22,213.26305564576958
23748,MALE,25,195.11662987538202
23749,MALE,29,160.0
23750,MALE,24,171.41529055195934
23751,FEMALE,22,200.71752276944676
23752,FEMALE,26,204.92207459988504
23753,FEMALE,22,181.81708020691724
23754,MALE,27,160.0
23755,MALE,23,160.0
23756,MALE,20,160.0
23757,FEMALE,27,224.85849758058401
23758,MALE,22,180.93347994713434
23759,FEMALE,22,210.10902587814633
23760,FEMALE,26,193.78474162829298
